customer_id,tenure_months,monthly_fee,total_usage_last_30d,support_tickets_last_90d,has_outstanding_invoice,discount_received_last_6m,num_competing_offers_in_region,is_premium_plan,engagement_score,region,segment,device_type,churn_next_30d
8036,8,55.67,33.6,2,1,1,0,1,42.7,West,Consumer,Mobile,0
18531,4,37.06,14.3,0,0,0,0,1,16.2,West,SMB,Mobile,0
486,34,25.01,62.6,0,0,0,1,0,81.0,South,SMB,Tablet,0
8242,14,17.39,12.7,0,0,1,1,0,37.5,West,Consumer,Mobile,0
968,30,12.72,14.4,2,0,1,2,0,18.1,North,SMB,Desktop,0
13729,13,16.9,48.6,1,0,1,1,0,53.4,North,Consumer,SmartTV,0
5504,43,43.99,14.8,0,0,0,0,1,40.5,East,Consumer,SmartTV,0
14122,13,58.26,0.0,0,0,0,2,1,62.3,South,Consumer,Mobile,0
5360,8,5.0,53.4,1,0,0,2,0,76.4,West,SMB,Mobile,0
7349,4,43.57,43.9,1,0,0,0,1,65.4,North,Consumer,Tablet,0
12491,27,22.03,6.0,0,0,0,2,0,17.2,North,Consumer,SmartTV,0
2226,12,39.58,18.0,1,1,0,2,1,49.4,North,Consumer,Mobile,1
5628,34,48.66,42.8,1,0,0,0,1,64.9,East,Consumer,SmartTV,0
7223,19,22.36,28.0,0,0,0,1,0,35.9,East,Consumer,Desktop,0
9420,13,18.37,,3,1,0,1,0,15.0,West,Enterprise,SmartTV,0
8304,17,5.05,10.3,1,0,0,1,0,21.1,South,Enterprise,Mobile,0
13191,15,28.37,23.5,2,1,0,1,0,28.5,South,SMB,Desktop,0
6216,7,15.57,4.2,2,0,0,4,0,7.6,North,Consumer,Mobile,1
12568,11,14.71,15.4,0,0,0,1,0,74.2,South,Enterprise,Desktop,0
8154,7,16.15,56.3,1,0,0,1,0,76.4,West,Consumer,Mobile,0
18073,11,19.75,70.7,1,0,0,2,0,67.9,South,SMB,Mobile,0
13614,13,22.08,30.7,0,0,0,1,0,64.6,East,SMB,Tablet,0
11899,48,10.67,25.5,3,1,0,0,0,23.6,South,Consumer,SmartTV,0
9163,26,14.5,49.7,0,0,0,0,0,56.4,East,Consumer,SmartTV,0
5473,34,16.4,22.5,2,0,1,0,0,27.2,West,SMB,Mobile,0
10944,18,14.17,10.1,1,0,0,2,0,15.2,South,Consumer,Mobile,1
8089,29,43.69,26.0,1,0,0,0,1,65.9,South,Consumer,Desktop,0
10320,7,17.74,5.2,2,0,1,1,0,35.0,South,Consumer,SmartTV,1
4129,31,9.67,9.3,0,0,1,0,0,21.3,West,Consumer,Mobile,0
2849,14,48.92,67.8,0,0,0,1,1,69.1,East,Consumer,SmartTV,0
4497,30,13.97,19.0,1,0,0,1,0,72.9,South,Consumer,Mobile,0
11387,63,13.53,40.6,0,0,0,4,0,84.8,North,Consumer,SmartTV,0
19254,19,9.45,51.6,2,0,0,2,0,65.0,South,Enterprise,SmartTV,0
4230,11,12.26,0.0,0,0,1,0,0,60.4,North,Consumer,SmartTV,0
18274,12,23.75,21.3,5,0,0,2,0,54.0,South,Consumer,SmartTV,1
17470,16,48.39,32.7,2,0,0,1,1,43.3,North,Consumer,Mobile,0
4014,38,12.24,58.8,1,0,0,2,0,63.6,North,SMB,Mobile,0
602,11,20.81,39.3,4,0,1,4,0,54.0,East,Consumer,Tablet,0
3520,20,20.52,16.2,0,0,0,3,0,33.8,East,Consumer,Desktop,0
2555,6,39.88,27.4,0,1,0,1,1,78.6,South,Consumer,Mobile,0
7173,29,32.71,29.2,2,0,1,2,1,68.1,East,SMB,SmartTV,0
8828,23,10.92,56.7,0,0,0,1,0,89.7,West,Consumer,Tablet,0
9413,21,46.47,74.4,0,0,0,4,1,87.5,North,Consumer,Desktop,0
7480,11,26.78,48.7,1,1,0,5,0,57.9,West,Consumer,Mobile,0
2168,22,40.04,10.9,1,0,0,2,1,49.9,South,Consumer,Tablet,0
11656,27,42.6,17.1,0,0,0,3,1,56.8,East,SMB,Mobile,0
7396,40,21.11,56.2,1,0,1,1,0,74.4,West,Consumer,Mobile,0
17837,17,20.02,,0,1,1,3,0,64.4,North,Consumer,Mobile,0
10360,9,15.27,51.8,1,0,0,1,0,44.5,East,Enterprise,SmartTV,0
16054,3,16.1,17.7,1,0,1,3,0,59.3,East,Consumer,Desktop,0
5837,17,18.9,45.1,0,0,1,2,0,44.3,West,Consumer,Desktop,0
10073,21,14.21,30.0,1,0,0,2,0,49.5,South,SMB,Mobile,0
8764,24,20.25,51.5,2,0,0,2,0,73.8,East,SMB,SmartTV,0
742,11,15.97,26.0,1,0,0,0,0,31.9,North,Consumer,Tablet,0
412,3,19.95,41.2,1,1,1,4,0,34.4,East,Consumer,Mobile,1
15441,13,21.04,2.5,0,0,0,3,0,29.1,South,Consumer,SmartTV,0
16698,30,18.64,19.0,2,0,0,2,0,45.4,North,Consumer,Desktop,0
9641,53,51.98,9.4,1,0,0,0,1,14.5,East,SMB,Mobile,0
13243,10,9.75,13.7,0,0,0,2,0,57.3,West,Consumer,Mobile,0
7357,10,16.87,7.2,0,0,0,3,0,5.7,East,Consumer,SmartTV,0
12488,8,17.86,54.6,0,0,0,2,0,63.7,South,Consumer,Tablet,0
7607,8,20.94,6.7,1,0,0,1,0,12.9,East,Consumer,Mobile,0
10019,5,43.87,37.1,0,1,0,4,1,49.3,North,Consumer,Desktop,1
2076,17,29.57,13.0,1,1,0,1,0,39.7,East,SMB,Desktop,0
11245,20,36.51,49.2,0,1,1,1,1,70.9,West,Enterprise,Mobile,0
19642,40,18.13,53.8,0,0,0,1,0,87.8,South,Consumer,Mobile,0
17680,7,17.77,3.4,1,0,0,2,0,23.0,South,Enterprise,Mobile,1
2688,12,25.23,36.7,0,0,0,1,0,54.6,East,Consumer,Tablet,0
8395,11,17.73,22.3,1,0,1,0,0,44.5,North,Consumer,SmartTV,0
12990,17,19.75,0.0,0,0,0,2,0,4.7,North,Enterprise,Desktop,0
19631,10,5.4,34.3,1,0,1,5,0,86.2,East,Consumer,Mobile,0
12158,32,48.08,10.5,0,0,0,0,1,35.4,East,Consumer,Mobile,0
4623,2,19.36,37.5,0,0,1,1,0,92.1,East,Consumer,Mobile,0
287,16,58.4,10.2,0,1,0,0,1,73.4,North,Enterprise,SmartTV,0
1324,15,20.1,21.3,0,0,0,1,0,45.6,West,SMB,Mobile,0
10878,11,20.37,65.2,1,0,0,0,0,64.8,South,Consumer,Desktop,0
14055,13,16.8,21.5,1,0,0,3,0,17.8,South,Consumer,Mobile,0
8256,21,28.98,38.4,0,0,0,1,0,33.9,North,SMB,Tablet,0
73,26,17.34,10.6,1,0,0,1,0,12.4,West,Consumer,Mobile,0
18000,23,26.2,95.9,0,0,0,1,0,50.6,South,Consumer,Tablet,0
411,6,19.08,34.3,1,0,0,1,0,63.2,East,Enterprise,Mobile,0
12590,10,18.61,11.7,0,0,0,1,0,87.1,East,Consumer,Mobile,0
6028,24,12.14,80.6,0,0,1,2,0,74.0,North,Consumer,Mobile,0
7459,78,27.38,55.8,0,0,0,0,0,86.9,North,Consumer,Desktop,0
8931,15,14.57,21.9,0,0,1,3,0,82.7,East,SMB,Mobile,1
12981,17,18.59,41.5,0,0,1,0,0,40.2,North,Consumer,Mobile,0
6926,22,46.26,48.5,1,0,0,2,1,52.5,North,Consumer,Desktop,0
6385,32,28.04,15.0,1,0,0,4,0,62.2,North,Consumer,Desktop,0
14986,7,21.09,9.0,1,1,1,1,0,14.0,West,Consumer,SmartTV,0
6096,27,16.62,60.1,2,0,0,3,0,45.8,South,Consumer,Desktop,0
8674,37,28.28,30.7,0,0,0,2,0,73.3,North,Enterprise,SmartTV,0
13806,12,25.98,5.3,1,0,0,3,0,40.0,North,SMB,Mobile,0
15512,13,33.92,43.2,2,0,0,1,1,72.2,East,SMB,Mobile,0
16013,6,16.67,56.5,0,0,0,1,0,70.0,East,Consumer,Desktop,0
4008,15,17.38,22.8,1,0,0,1,0,46.2,North,SMB,SmartTV,0
15995,18,46.19,43.8,2,0,0,2,1,62.3,South,SMB,Mobile,1
8633,29,59.71,45.8,1,0,0,2,1,62.5,North,Consumer,Mobile,0
16496,46,24.2,45.4,1,0,0,4,0,53.5,North,Consumer,Mobile,0
9532,6,23.74,13.5,4,0,0,2,0,56.3,East,Consumer,Mobile,1
2299,21,42.97,29.7,2,0,0,3,1,56.6,North,Consumer,Mobile,0
17319,60,18.38,17.1,0,0,1,1,0,46.7,South,SMB,Desktop,0
14381,19,20.17,5.9,0,0,0,2,0,10.7,East,SMB,Mobile,0
8230,3,26.15,41.6,0,0,0,1,0,42.8,East,Consumer,Mobile,0
2798,24,24.84,18.2,0,0,0,0,0,24.2,South,Consumer,SmartTV,0
18056,24,27.74,37.3,2,0,1,1,1,35.2,North,Consumer,Mobile,0
8376,28,49.69,20.5,2,0,0,0,1,42.6,East,Consumer,Mobile,0
5144,28,24.43,78.2,0,0,1,0,0,49.2,West,Consumer,Desktop,0
16685,25,13.26,40.8,1,0,0,3,0,46.3,South,SMB,Tablet,1
17756,37,22.61,36.4,2,0,0,1,0,30.0,East,Enterprise,SmartTV,0
1072,57,9.13,,1,0,0,1,0,58.7,East,Consumer,Mobile,0
12114,4,25.0,47.4,0,0,0,2,0,59.1,North,Consumer,Mobile,0
16427,48,38.69,81.3,0,0,1,0,1,92.4,South,SMB,Desktop,0
2546,12,12.75,20.3,1,0,0,0,0,25.1,South,Consumer,SmartTV,0
10736,10,20.36,42.3,1,0,0,0,0,69.0,South,Consumer,Desktop,0
5964,17,16.7,21.0,1,1,0,2,0,71.9,South,Consumer,Mobile,0
12093,36,5.46,32.7,2,0,0,3,0,47.4,South,Consumer,Tablet,0
13038,20,49.87,89.2,0,0,0,2,1,66.8,East,Consumer,Mobile,0
8397,15,21.63,33.8,2,0,1,2,0,47.8,East,Consumer,Mobile,0
9702,23,15.38,61.2,0,0,0,2,0,59.4,North,Consumer,Desktop,0
19902,18,14.76,102.9,0,0,0,1,0,85.9,South,Consumer,SmartTV,0
10185,5,23.4,13.4,1,0,0,1,0,50.8,North,SMB,Mobile,0
18187,6,14.82,35.2,1,0,0,1,0,31.1,South,Consumer,SmartTV,0
13521,16,27.52,7.9,1,0,1,2,0,76.3,East,Consumer,Mobile,0
2572,7,25.2,28.8,0,0,1,2,0,30.6,East,Consumer,Mobile,0
6287,12,8.27,11.0,0,0,0,1,0,92.5,South,SMB,Desktop,0
15816,22,20.86,16.3,0,0,1,0,0,29.0,East,Consumer,Mobile,0
18168,28,17.89,35.5,2,0,1,0,0,42.1,East,Consumer,Mobile,0
15533,42,15.86,14.1,1,0,0,0,0,51.4,North,Consumer,SmartTV,0
3249,8,16.59,132.6,1,0,0,2,0,74.4,West,Enterprise,Mobile,0
1732,11,12.86,25.3,1,0,0,1,0,68.9,North,SMB,SmartTV,0
11256,5,20.19,39.6,1,0,1,2,0,66.1,North,SMB,Mobile,0
4707,21,24.2,29.6,0,0,0,2,0,61.2,North,Consumer,Mobile,0
698,16,15.51,17.2,1,1,0,2,0,53.8,East,Consumer,Mobile,0
1006,28,21.05,47.2,1,0,1,0,0,43.5,South,Consumer,Mobile,0
11518,2,17.41,11.4,0,0,0,1,0,55.8,South,Consumer,Desktop,0
17355,41,21.2,27.6,1,0,0,0,0,60.2,East,SMB,SmartTV,0
13025,27,20.76,62.3,0,0,0,2,0,43.5,North,Consumer,SmartTV,0
18028,18,19.95,14.7,2,0,1,3,0,20.1,North,SMB,SmartTV,0
4352,13,39.96,11.4,0,0,0,5,1,48.6,North,Consumer,Mobile,1
7724,30,12.51,37.3,1,0,0,1,0,43.4,South,Consumer,Mobile,0
13913,5,15.51,53.9,0,0,0,0,0,62.2,West,SMB,Desktop,0
1030,9,38.37,81.0,0,1,0,0,1,75.5,South,SMB,SmartTV,0
10044,18,28.82,50.7,4,0,0,1,0,45.6,East,Consumer,Mobile,0
7801,13,16.27,21.1,0,0,0,1,0,44.3,North,Consumer,Mobile,0
2947,57,21.41,21.9,1,0,0,2,0,92.0,South,Consumer,Mobile,0
12263,7,17.01,5.5,2,0,1,2,0,3.3,South,Consumer,SmartTV,0
7842,4,18.41,8.7,1,0,0,1,0,15.3,North,Enterprise,SmartTV,1
15116,11,17.68,15.3,1,0,0,0,0,40.1,East,Consumer,Tablet,0
15705,13,26.39,40.5,1,0,0,0,0,46.4,East,Enterprise,Tablet,0
10598,21,43.99,28.3,0,0,1,1,1,,South,SMB,Mobile,0
3377,16,23.87,51.9,1,0,0,2,0,76.0,North,Consumer,SmartTV,0
13864,43,6.42,29.8,1,0,0,0,0,85.5,South,SMB,Tablet,0
5171,12,18.62,15.3,1,0,0,2,0,28.9,East,Consumer,Mobile,0
18014,27,49.54,18.9,1,1,0,3,1,39.2,North,Consumer,Desktop,0
10317,12,15.41,16.7,2,0,0,1,0,19.2,South,Consumer,Mobile,0
2102,16,28.29,76.9,2,0,0,1,0,65.3,North,SMB,Mobile,0
16635,18,28.2,47.6,2,1,1,5,0,56.4,East,Consumer,Mobile,0
102,27,21.29,26.8,1,0,0,0,0,37.0,East,Consumer,Tablet,0
15527,7,22.02,5.5,0,0,1,1,0,79.0,South,SMB,Desktop,0
3779,9,42.06,24.9,1,0,0,2,1,61.0,East,Consumer,Mobile,1
11814,28,14.51,66.7,0,0,0,2,0,82.4,West,SMB,SmartTV,0
4200,9,19.01,88.9,0,0,0,2,0,59.5,North,Consumer,Mobile,0
3475,28,10.59,38.6,0,0,0,3,0,66.0,East,Consumer,Mobile,1
10343,79,22.86,71.5,2,0,1,1,0,75.1,North,Consumer,Mobile,0
6199,65,20.09,5.2,3,0,0,0,0,14.0,South,Consumer,SmartTV,0
13935,14,19.35,8.1,1,0,0,5,0,26.1,East,SMB,Desktop,0
3858,62,43.05,54.9,0,0,0,1,1,91.4,South,SMB,Desktop,0
1665,49,17.53,37.7,1,0,1,1,0,82.6,West,SMB,Mobile,0
2579,22,50.02,85.4,0,0,0,1,1,45.8,North,Consumer,Mobile,0
16697,22,55.85,18.1,6,0,0,3,1,14.8,North,Consumer,Desktop,1
1477,14,18.2,24.7,2,0,1,2,0,47.4,South,Consumer,SmartTV,1
12344,30,20.72,32.5,0,0,0,2,0,35.0,West,Consumer,Tablet,0
2625,14,12.11,6.4,0,0,0,2,0,9.2,East,Consumer,Mobile,0
16942,43,42.22,45.3,0,0,0,0,1,49.3,East,SMB,Mobile,0
636,42,27.95,27.4,0,0,1,4,0,74.0,North,Enterprise,Desktop,0
818,10,11.3,18.5,2,0,0,2,0,52.7,East,Consumer,Tablet,0
4528,9,22.36,23.4,0,0,0,0,0,52.1,East,Consumer,Desktop,0
2797,11,7.74,4.6,1,0,0,2,0,33.3,East,Consumer,Tablet,1
13204,15,13.51,37.4,0,0,0,5,0,90.1,North,Consumer,SmartTV,0
11558,47,22.95,6.7,2,0,1,1,0,38.0,West,Consumer,Mobile,0
3979,4,14.31,16.9,0,0,1,2,0,35.5,South,Consumer,Mobile,0
8360,12,17.99,37.8,1,0,0,1,0,71.2,North,Consumer,SmartTV,0
15209,26,17.08,110.6,0,1,1,0,0,,South,SMB,SmartTV,0
708,13,50.22,6.8,2,0,0,3,1,41.2,West,Consumer,Mobile,0
12215,18,23.88,,2,0,1,1,0,67.6,South,SMB,Desktop,0
7947,11,26.37,21.4,0,0,0,1,0,52.6,West,Consumer,Desktop,0
4401,17,29.04,3.7,2,0,0,1,0,12.0,West,Consumer,Tablet,1
5216,4,16.42,24.6,0,1,0,2,0,42.3,South,Consumer,Mobile,1
725,10,16.46,37.5,0,0,0,1,0,89.0,North,SMB,Desktop,0
3590,11,19.52,50.6,0,0,0,1,0,,South,Consumer,Mobile,0
14573,8,16.31,25.8,0,1,0,1,0,79.9,North,Consumer,Mobile,0
837,3,46.44,15.8,0,0,0,4,1,79.4,East,Consumer,SmartTV,0
12335,24,22.44,36.7,0,0,0,3,0,62.9,North,Consumer,SmartTV,0
16704,22,13.68,46.7,0,0,0,1,0,63.0,East,Consumer,SmartTV,0
6384,2,13.02,36.8,0,0,0,1,0,67.8,East,SMB,Tablet,0
12598,5,17.56,38.8,1,0,1,1,0,57.9,South,SMB,Desktop,0
5467,30,25.09,42.9,0,0,1,2,0,76.1,West,Consumer,Tablet,0
17050,21,22.12,12.2,0,0,1,2,0,28.1,North,Consumer,Mobile,0
13968,13,25.54,52.2,0,0,0,2,0,78.6,East,Consumer,Mobile,0
3965,8,47.26,8.5,0,0,0,4,1,27.0,South,Consumer,Desktop,0
15886,12,14.37,18.4,2,0,1,2,0,56.7,East,Consumer,Mobile,0
13145,77,12.14,12.6,0,0,1,1,0,69.5,South,Consumer,SmartTV,0
19139,17,16.91,1.3,1,0,0,1,0,12.4,North,Consumer,Tablet,0
11506,43,13.14,54.2,1,0,0,3,0,70.7,South,Consumer,SmartTV,0
1159,15,44.99,0.7,1,0,0,0,1,11.8,South,SMB,Tablet,0
17909,11,37.18,35.3,0,0,0,1,1,57.7,East,Consumer,Mobile,0
3471,13,25.18,11.6,0,0,1,4,0,30.6,South,Consumer,Mobile,0
3683,6,20.2,50.9,1,0,0,3,0,58.3,South,SMB,Desktop,0
16963,12,9.38,36.3,0,0,0,1,0,42.9,South,Consumer,Desktop,0
4154,32,25.95,37.6,0,0,0,1,0,57.9,South,Consumer,SmartTV,0
124,13,22.43,14.6,1,1,0,2,0,65.5,South,Consumer,Desktop,0
1248,29,18.12,51.7,0,0,0,4,0,74.9,North,Consumer,Desktop,0
821,27,10.69,31.2,0,1,1,4,0,43.0,North,Consumer,Desktop,0
6282,10,14.92,42.4,2,0,0,1,0,58.9,North,SMB,Mobile,0
6505,14,20.7,0.0,2,1,0,0,0,49.6,East,Consumer,Desktop,1
4047,23,18.8,34.9,0,0,0,4,0,77.1,North,Consumer,Tablet,0
17096,31,7.37,10.7,0,0,1,3,0,40.5,East,Consumer,Mobile,0
12336,6,39.16,41.6,0,0,1,1,1,83.4,South,Consumer,SmartTV,0
16605,14,11.88,88.3,1,0,0,3,0,72.4,East,SMB,SmartTV,0
17237,4,19.81,21.6,1,0,0,2,0,41.3,East,SMB,Mobile,0
16907,13,20.64,44.3,0,0,0,2,0,73.7,South,Consumer,Desktop,0
11214,22,15.36,14.1,0,0,1,3,0,42.6,North,SMB,Desktop,0
18330,4,19.26,39.6,1,0,0,0,0,50.4,South,Consumer,Desktop,0
8352,11,38.82,78.9,0,1,0,1,1,79.5,West,Consumer,Desktop,0
18659,6,21.01,5.7,1,0,0,5,0,26.1,South,SMB,SmartTV,0
12089,29,16.15,10.1,0,0,0,5,0,17.5,North,Consumer,Desktop,0
17618,14,24.12,16.7,1,0,0,2,0,10.7,North,Consumer,SmartTV,0
10793,6,23.52,16.9,3,0,0,2,0,32.9,East,Consumer,Desktop,1
12572,10,18.33,34.9,0,0,0,2,0,68.9,West,Consumer,Mobile,0
8443,29,44.69,38.6,2,0,0,1,1,61.7,South,Consumer,SmartTV,0
4557,18,16.24,9.2,0,1,0,1,0,56.5,East,Consumer,Mobile,1
7901,9,20.4,35.3,0,0,0,0,0,56.6,South,Consumer,SmartTV,0
2879,22,13.55,19.0,2,0,0,1,0,49.5,East,Consumer,Tablet,0
7052,14,16.25,0.0,1,0,0,2,0,7.4,North,Consumer,SmartTV,0
964,5,7.42,21.7,0,0,0,1,0,40.0,North,Consumer,Mobile,0
6700,10,21.54,16.2,1,0,0,2,0,68.1,East,SMB,SmartTV,0
1960,51,20.08,91.3,1,0,0,0,0,88.0,East,Consumer,SmartTV,0
14156,35,11.31,63.6,1,0,0,0,0,87.7,West,Consumer,SmartTV,0
12760,29,25.86,12.5,4,0,0,0,1,30.9,South,Consumer,SmartTV,0
17548,16,33.64,81.5,0,0,1,3,1,66.2,West,SMB,SmartTV,0
3106,39,22.35,39.6,0,0,0,6,0,51.5,East,Consumer,Desktop,0
16228,7,8.03,64.6,0,0,0,0,0,,West,SMB,SmartTV,0
11771,16,17.08,56.3,0,0,0,1,0,58.2,South,Consumer,Mobile,0
19573,26,23.01,58.2,0,0,0,3,0,70.9,West,Enterprise,Mobile,0
8795,8,21.02,38.0,1,0,1,0,0,23.7,East,SMB,Desktop,0
931,20,12.28,47.1,0,0,0,1,0,62.0,South,SMB,SmartTV,0
15421,14,14.05,29.7,1,0,0,1,0,54.6,East,Consumer,Desktop,0
9470,18,15.81,7.6,1,0,0,0,0,58.6,North,Consumer,Mobile,0
5548,47,13.1,17.4,0,0,0,1,0,35.1,East,Consumer,SmartTV,0
17340,11,23.37,0.4,0,0,0,0,0,10.5,North,Consumer,Mobile,1
16120,40,27.28,62.0,0,0,0,2,0,70.9,West,Consumer,Tablet,0
2153,43,16.02,95.5,1,0,0,1,0,62.8,East,Consumer,Mobile,0
10896,3,14.73,31.3,0,0,0,3,0,31.2,West,Consumer,Mobile,0
7672,11,17.13,10.7,2,0,1,4,0,39.1,North,Consumer,SmartTV,0
928,13,20.26,,0,0,0,1,0,60.1,West,SMB,Desktop,0
17639,22,19.21,58.4,0,0,0,1,0,77.2,West,SMB,SmartTV,0
5084,6,15.42,5.0,2,0,0,1,0,29.0,North,Consumer,SmartTV,0
11483,27,16.9,0.4,1,0,0,1,0,10.3,North,Consumer,Tablet,0
11977,34,16.32,5.1,0,0,0,0,0,30.1,North,Consumer,Desktop,0
2778,7,22.17,59.9,0,0,1,2,0,62.5,South,Consumer,Desktop,0
9979,6,15.32,76.7,1,1,0,1,0,77.0,North,Consumer,Mobile,0
12899,25,23.09,33.4,1,0,0,3,0,75.4,West,Consumer,SmartTV,0
8355,19,22.42,24.8,2,1,0,2,0,38.4,East,Consumer,Mobile,0
6892,12,37.14,21.1,1,0,0,0,1,81.6,South,Consumer,Mobile,0
2700,9,15.07,37.4,0,0,1,6,0,76.5,West,Consumer,Tablet,0
19538,16,43.01,26.0,0,0,0,6,1,41.9,South,Consumer,Mobile,0
18535,29,26.01,,1,0,1,0,0,36.9,South,Consumer,SmartTV,0
17137,25,15.88,6.9,3,0,1,1,0,5.9,East,SMB,Desktop,1
6187,21,11.15,79.4,0,0,0,1,0,86.1,East,Consumer,Desktop,0
15931,4,22.24,14.3,2,1,0,0,0,24.1,East,Consumer,Desktop,0
8442,20,18.61,47.6,0,0,1,4,0,66.5,South,Consumer,Desktop,0
12736,23,53.83,25.7,1,0,0,1,1,59.1,West,SMB,Desktop,0
12369,21,21.95,14.8,3,1,1,2,0,30.3,East,Consumer,SmartTV,0
11842,5,16.62,27.0,0,0,0,3,0,45.3,West,Enterprise,Mobile,1
8830,18,12.2,36.9,0,0,0,0,0,55.3,West,Consumer,Mobile,0
8100,11,26.11,78.7,0,0,0,2,0,55.8,West,Consumer,Tablet,0
12142,11,42.31,16.4,0,0,0,1,1,29.6,East,Consumer,Desktop,0
6194,12,50.72,23.6,3,0,1,0,1,48.3,South,Consumer,Mobile,0
19190,14,8.71,28.1,0,0,1,0,0,89.6,East,Consumer,Desktop,0
15875,25,38.74,24.3,1,0,1,0,1,24.1,West,Consumer,Desktop,0
19974,8,56.2,18.9,0,0,1,2,1,73.0,East,Consumer,Desktop,0
15707,22,16.88,38.4,1,0,0,4,0,75.3,East,Consumer,SmartTV,0
16913,13,18.22,12.8,0,0,0,0,0,34.9,South,Consumer,Desktop,0
6864,14,17.71,32.6,0,0,0,1,0,,South,SMB,Desktop,0
4615,41,47.52,22.3,0,0,0,0,1,45.9,South,SMB,Tablet,0
7889,14,20.86,37.2,3,0,0,1,0,38.5,East,Consumer,Mobile,0
3512,43,19.34,35.0,0,1,0,1,0,50.2,East,SMB,SmartTV,0
15337,23,46.27,79.1,1,0,0,0,1,47.4,East,Consumer,SmartTV,0
18488,43,16.82,21.3,0,0,0,0,0,79.3,North,Consumer,Mobile,0
13425,13,19.48,12.4,1,0,0,1,0,39.1,South,SMB,Mobile,0
17580,6,18.87,0.7,2,1,0,0,0,8.9,South,Consumer,Mobile,0
14780,10,5.0,10.2,1,0,0,2,0,25.7,North,Consumer,Mobile,1
3185,15,19.1,31.3,2,0,0,1,0,50.1,North,Enterprise,Desktop,0
13936,4,7.95,70.0,0,0,0,3,0,83.3,South,Consumer,Mobile,1
10983,23,16.9,39.0,0,0,0,1,0,87.4,North,SMB,Desktop,1
16028,17,12.21,1.6,0,0,0,4,0,37.0,West,Consumer,Desktop,0
4259,28,38.32,12.0,0,0,1,0,1,84.7,West,Consumer,Mobile,0
11226,19,65.97,8.7,1,0,0,2,1,42.1,North,Consumer,Desktop,0
5906,13,20.87,3.1,0,0,1,2,0,35.3,West,Consumer,Desktop,0
8937,17,13.96,64.8,0,0,0,1,0,73.3,North,Consumer,Mobile,0
15403,25,19.62,33.1,1,0,0,4,0,66.2,North,Enterprise,SmartTV,0
2938,16,9.86,28.5,0,0,0,2,0,32.1,North,Consumer,Mobile,0
15440,15,22.76,10.4,0,0,0,1,0,23.7,East,Consumer,SmartTV,0
9758,7,46.06,30.1,0,1,0,0,1,82.6,East,Consumer,Mobile,0
7946,3,22.91,50.5,0,0,0,2,0,57.8,North,Consumer,Tablet,0
17208,14,18.67,21.0,0,0,0,4,0,54.2,North,Consumer,Desktop,0
15854,18,24.33,80.5,1,0,0,3,0,82.4,South,Consumer,SmartTV,0
19255,21,40.67,8.0,0,0,0,1,1,66.0,North,SMB,Mobile,0
13436,64,15.24,12.5,3,0,0,1,0,30.0,South,Consumer,Desktop,0
10585,22,21.01,48.6,1,0,0,3,0,,South,Consumer,Tablet,0
12229,26,14.26,9.5,2,0,0,0,0,8.3,West,Consumer,Mobile,0
12063,59,21.67,65.7,1,0,0,3,0,69.3,East,Consumer,Desktop,0
1558,8,17.38,12.3,2,0,0,0,0,32.4,South,SMB,Mobile,1
6562,12,17.31,14.1,2,0,0,1,0,20.1,South,Consumer,Mobile,0
12224,13,38.88,0.0,3,0,0,1,1,65.5,East,SMB,Tablet,0
9832,36,42.47,37.5,0,0,0,2,1,38.2,North,Consumer,Tablet,0
10232,28,12.87,51.8,0,0,0,1,0,38.9,East,Consumer,Desktop,0
14291,12,11.06,24.3,0,0,0,1,0,41.6,West,Consumer,Mobile,0
19364,3,21.47,10.0,0,0,0,2,0,12.4,North,Consumer,Desktop,0
3949,24,11.58,,3,0,0,3,0,38.6,West,SMB,Mobile,0
19703,28,24.33,39.8,0,0,0,2,0,52.9,East,Consumer,Mobile,0
15974,8,6.94,27.5,1,1,0,2,0,22.9,South,SMB,Mobile,1
8038,16,11.24,11.6,1,0,0,1,0,36.0,South,SMB,Mobile,0
15896,7,38.81,45.9,1,0,1,1,1,79.6,West,Consumer,Mobile,0
14770,36,9.56,74.7,0,0,1,2,0,76.1,South,Consumer,SmartTV,0
5923,19,52.63,56.0,1,0,0,0,1,61.2,East,Consumer,SmartTV,0
15984,10,19.74,5.7,2,0,0,2,0,40.0,North,SMB,Desktop,0
7855,42,10.19,17.5,1,0,0,1,0,41.7,North,Consumer,Desktop,0
17782,17,17.09,5.2,0,0,0,2,0,74.0,West,Consumer,Mobile,0
3063,8,45.06,31.8,0,0,1,0,1,46.3,North,Consumer,SmartTV,0
13311,26,53.95,10.1,0,0,0,2,1,40.3,East,Consumer,Mobile,0
13013,21,16.52,17.4,0,0,0,2,0,46.6,West,SMB,Mobile,0
3169,16,26.38,33.9,0,0,0,0,0,31.1,North,Consumer,Mobile,0
10270,20,31.45,1.8,2,0,0,0,1,4.8,North,Consumer,Desktop,0
16068,15,23.63,41.6,2,1,0,2,0,72.3,West,Consumer,Mobile,0
13589,20,26.63,19.9,2,0,0,0,0,62.9,East,Consumer,SmartTV,0
1698,7,28.4,56.2,0,0,1,2,0,51.9,West,Consumer,Mobile,0
14324,11,6.93,18.2,2,0,0,0,0,34.5,South,Consumer,Desktop,0
6330,45,43.42,7.8,0,0,0,1,1,32.5,North,Consumer,Desktop,0
